,서비스번호,서비스명,판매자,서비스가격,평점,대분류,판매수,value_nouns,소분류,소분류_AI 및 머신러닝,소분류_IoT 및 임베디드 시스템,소분류_SEO 및 마케팅,소분류_게임 개발,소분류_관리 시스템,소분류_기타,소분류_기획 및 문서화,소분류_데이터 분석 및 시각화,소분류_데이터 수집 및 자동화,소분류_데이터베이스 관리,소분류_디자인 및 퍼블리싱,소분류_보안 및 취약점 관리,소분류_블록체인 및 암호화폐,소분류_서버 관리,소분류_앱 개발,소분류_웹사이트 개발,소분류_유지보수,소분류_자동화 및 스크립팅,소분류_전자상거래 및 CMS,소분류_제어 및 센서 시스템,소분류_하드웨어 및 IT지원,소분류_AI 및 머신러닝,소분류_IoT 및 임베디드 시스템,소분류_SEO 및 마케팅,소분류_게임 개발,소분류_관리 시스템,소분류_기타,소분류_기획 및 문서화,소분류_데이터 분석 및 시각화,소분류_데이터 수집 및 자동화,소분류_데이터베이스 관리,소분류_디자인 및 퍼블리싱,소분류_보안 및 취약점 관리,소분류_블록체인 및 암호화폐,소분류_서버 관리,소분류_앱 개발,소분류_웹사이트 개발,소분류_유지보수,소분류_자동화 및 스크립팅,소분류_전자상거래 및 CMS,소분류_제어 및 센서 시스템,소분류_하드웨어 및 IT지원
809,3446.0,웹의 원하는 모든 정보를 자동으로 추출해드립니다.,isakDev,30000.0,5.0,홈페이지,61,"[""'웹'"", ""'정보'"", ""'추출'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
812,3449.0,각종 랜딩페이지 웹플로우로 에 제작해드립니다.,랜딩페이지제작,98000.0,5.0,홈페이지,50,"[""'랜딩페이지'"", ""'웹플로우'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
813,3450.0,메타버스 게더타운 월드맵 구성 및 제작해 드립니다.,Mickycci,500000.0,4.9,프로그래밍,92,"[""'메타버스'"", ""'게더타운'"", ""'월드맵'"", ""'구성'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
816,3453.0,아임웹으로 깔끔한 사이트 제작해 드립니다.,갓디노,250000.0,5.0,홈페이지,44,"[""'아임웹'"", ""'사이트'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
817,3456.0,HTMLJavaScriptbackend 수정해 드립니다,요즘은행복한갈치7462,6000.0,5.0,홈페이지,45,"['주요 명사: HTML', 'JavaScript', 'backend']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
830,3476.0,어떤 파일이든 변환해 드립니다.,심심한아리엘,5000.0,4.7,기타,48,"[""'파일'"", ""'변환'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
849,3505.0,Django 서비스 AWS 환경에 배포를 도와 드립니다.,현민,150000.0,5.0,기타,9,"['주요 명사: Django', '서비스', 'AWS', '환경', '배포']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
850,3506.0,분양사이트 프랜차이즈 랜딩페이지 제작해 드립니다.,디자인핫쇼,50000.0,5.0,프로그래밍,77,"['분양사이트', '프랜차이즈', '랜딩페이지', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
855,3512.0,에어드랍 홀더수 증가를 해 드립니다.,OMD,10000.0,5.0,기타,153,"[""'에어드랍'"", ""'홀더수'"", ""'증가'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
858,3515.0,맞춤형 Excel 제작해 드립니다.,멜코딩,10000.0,5.0,프로그래밍,85,"[""'Excel'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
862,3519.0,로딩이 느린 페이지 수정해 드립니다.,CYLJK,7000.0,5.0,기타,219,"[""'로딩'"", ""'페이지'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
869,3528.0,스쳐가는 고객을 붙잡을 수 있는 랜딩페이지를 제작해 드립니다.,천호인터내셔널,45000.0,5.0,프로그래밍,122,"['고객', '랜딩페이지']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
882,3543.0,유해사이트 / 워닝 도메인 차단 해제 서비스,MakeCompany,5000.0,5.0,기타,96,"['유해사이트', '도메인', '차단', '해제', '서비스']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
884,3546.0,웹 페이지 고민 중이시라면 주저 말고 연락 주세요.,이머스immerse,300000.0,5.0,홈페이지,94,"['웹 페이지', '고민', '연락']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
891,3554.0,웹 프로그래머가 필요하신가요 좋은 파트너가 되어 드립니다.,소울0817,110000.0,5.0,홈페이지,2,"['웹 프로그래머', '파트너']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
892,3555.0,VBA 막힐 때 물어보세요,연봉백억,5000.0,5.0,기타,1918,"['주요 명사: VBA', '때']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
896,3572.0,타블라 타불라 스크립트 설치 도와 드립니다.,개밥그릇,20000.0,5.0,기타,142,"[""'타블라'"", ""'타불라'"", ""'스크립트'"", ""'설치'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
899,3578.0,주간계획표 위클리 플래너 엑셀 템플릿 드립니다.,엑셀마왕,5000.0,5.0,데이터,51,"['주요 명사: 주간계획표', '위클리 플래너', '엑셀', '템플릿']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
904,3584.0,노션으로 온라인 글쓰기 모임 템플릿 만들어드립니다,누생누영,11000.0,5.0,기타,65,"['노션', '온라인', '글쓰기', '모임', '템플릿']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
912,3596.0,"AWS 구축, 트러블슈팅, CICD 구성 등 해드려요",KokoaWorld,40000.0,5.0,프로그래밍,88,"['AWS', '트러블슈팅', 'CICD']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
917,3605.0,웹 제작 빠른 시일 내에 작업해 드립니다.,꽃게는웹개발자,900000.0,5.0,홈페이지,32,"[""'웹 제작'"", ""'시일'"", ""'작업'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
922,3613.0,자본주의가 낳은 괴물 뭐든 다 만들어 드립니다.,공돌이,50000.0,5.0,기타,62,"[""'자본주의'"", ""'괴물'"", ""'뭐든'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
926,3617.0,시선을 땡기는 그래프 차트 만들어 드립니다.,아빠가들려주는데이터시각화,50000.0,5.0,기타,162,"[""'시선'"", ""'그래프'"", ""'차트'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
932,3623.0,엑셀주식포로그램 VBA 소스포함 드립니다.,안알아,30000.0,5.0,데이터,29,"[""'엑셀'"", ""'주식'"", ""'프로그램'"", ""'VBA'"", ""'소스'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
935,3627.0,JAVA 프로그래밍 해 드립니다.,프로그래밍고오수,10000.0,5.0,프로그래밍,47,"[""'JAVA'"", ""'프로그래밍'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
956,3649.0,개인/기업 웹페이지 제작해드립니다,공감개발 이온 EEON,30000.0,5.0,홈페이지,31,"[""'개인'"", ""'기업'"", ""'웹페이지'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
964,3662.0,Android신규기능버그수정을 해 드립니다.,향긋한소리,100000.0,5.0,모바일,226,"[""'Android'"", ""'신규기능'"", ""'버그수정'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
966,3664.0,"웹 사이트 개선, 오류 수정, 기능 추가해 드립니다.",10xDeveloper,15000.0,5.0,홈페이지,73,"['웹 사이트', '개선', '오류', '수정', '기능']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
978,3680.0,키워드 검색 후 자동 포스팅,코딩전문가분석전문가,250000.0,5.0,기타,210,"[""'키워드'"", ""'검색'"", ""'자동'"", ""'포스팅'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
984,3690.0,사이트 수정작업을 깔끔하게 해 드립니다.,퍼블리셔미츠하시,5000.0,5.0,기타,111,"[""'사이트'"", ""'수정작업'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
992,3705.0,인스타 해시태그 자동생성 엑셀 시트 드립니다.,엑셀마왕,10000.0,5.0,데이터,414,"['주요 명사: 인스타', '해시태그', '엑셀', '시트']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
999,3713.0,트레이딩뷰 지표 제작해 드립니다.,어릿광대보릿고개,50000.0,5.0,프로그래밍,87,"['주요 명사: 트레이딩뷰', '지표']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1020,3744.0,PHP/JS / CSS / 수정 / 기능 추가,Ordis,20000.0,5.0,프로그래밍,137,"[""'PHP'"", ""'JS'"", ""'CSS'"", ""'수정'"", ""'기능'"", ""'추가'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1025,3749.0,PCB 설계 Artwork,희몽,10000.0,5.0,프로그래밍,5,"[""'PCB'"", ""'설계'"", ""'Artwork'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1032,3759.0,DBMS 설치를 수행해 드립니다.,DB왕 봉식이,220000.0,5.0,기타,2,"['주요 명사: DBMS', '설치']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1037,3765.0,챗봇 개설부터 제작까지 체계적으로 완성해드립니다.,celinebot,120000.0,5.0,인공지능,32,"[""'챗봇'"", ""'개설'"", ""'제작'"", ""'완성'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1046,3778.0,"MBTI, 심리, 유형 테스트 페이지 완벽하게 제작해 드립니다.",22hours,200000.0,5.0,프로그래밍,215,"['MBTI', '심리', '유형', '테스트', '페이지']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1063,3798.0,C# 버그수정 및 간단한 프로그래밍 진행합니다.,코드몬스터,50000.0,5.0,프로그래밍,143,"[""'C#'"", ""'버그수정'"", ""'프로그래밍'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1066,3802.0,스파인 애니메이션 작업 해 드립니다.,데브네스트,150000.0,4.3,기타,135,"[""'스파인'"", ""'애니메이션'"", ""'작업'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1070,3809.0,"워닝사이트, 유해사이트 차단 해제",Linux,5000.0,5.0,기타,196,"['워닝사이트', '유해사이트', '차단', '해제']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1073,3813.0,내가 원하는 조건 검색기 만들어 드려요,franco657,55000.0,5.0,기타,36,"[""'조건'"", ""'검색기'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1076,3818.0,암호화폐 자동매매 봇 및 알림 봇 맞춤 제작,오토코인,700000.0,5.0,프로그래밍,26,"['암호화폐', '자동매매', '봇', '알림', '맞춤', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1082,3824.0,웹페이지 간단한 오류 및 개선해 드립니다.,내꺼처럼개발,5000.0,4.8,홈페이지,16,"['주요 명사: 웹페이지', '오류', '개선']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1084,3829.0,"카이스트 기업 제페토 월드,아이템,동영상 구축합니다",메타피아,1100000.0,5.0,기타,3,"['카이스트', '기업', '제페토', '월드', '아이템', '동영상']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1088,3840.0,DB 설계 모델링 이기종 마이그레이션을 해 드립니다.,database전문가,100000.0,4.9,기타,25,"['주요 명사: DB', '설계', '모델링', '이기종', '마이그레이션']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1089,3844.0,DB 설계 모델링 이기종 마이그레이션을 해 드립니다.,database전문가,100000.0,4.9,기타,27,"['주요 명사: DB', '설계', '모델링', '이기종', '마이그레이션']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1091,3846.0,API 연동 구축 설계 빠르고 정확하게 구축해 드립니다,타고난용기,300000.0,5.0,기타,33,"['주요 명사: API', '연동', '구축', '설계']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1103,3868.0,HTML JQUERY JAVASCRIPT PHP 작업해 드립니다.,카힐,5000.0,5.0,홈페이지,140,"['HTML', 'JQUERY', 'JAVASCRIPT', 'PHP']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1104,3870.0,완성도 높은 카카오톡 챗봇을 쉽고 빠르게 제작해 드립니다.,펀프롬잇,200000.0,5.0,인공지능,206,"['완성도', '카카오톡', '챗봇', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1105,3871.0,회사 도메인으로 그룹웨어 메일 수신 설정 도와 드립니다.,그린티라떼좋아,40000.0,5.0,기타,166,"[""'회사'"", ""'도메인'"", ""'그룹웨어'"", ""'메일'"", ""'수신'"", ""'설정'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1108,3875.0,세상 모든 웹페이지 제작해 드립니다.,BLOGO,99000.0,5.0,홈페이지,415,"[""'세상'"", ""'웹페이지'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1109,3877.0,카카오톡 챗봇 만들어 드립니다.,PIXEL,50000.0,5.0,인공지능,26,"[""'카카오톡'"", ""'챗봇'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1112,3882.0,C#/WPF 프로그래밍 도와드립니다.,devdotnet,300000.0,5.0,프로그래밍,2,"['주요 명사: C#', 'WPF', '프로그래밍']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1113,3884.0,"간단한 회로설계, PCB제작, 코딩 제작 해 드립니다.",라포비,250000.0,5.0,프로그래밍,36,"[""'회로설계'"", ""'PCB제작'"", ""'코딩'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1131,3908.0,3D 캐릭터 애니메이션 제작해 드립니다.,데브네스트,150000.0,5.0,프로그래밍,63,"['3D', '캐릭터', '애니메이션', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1139,3924.0,"PDF 파일 - 변환병합, 분할, 수정, 편집해 드립니다.",RudeKelly,5000.0,5.0,기타,4,"['PDF 파일', '변환병합', '분할', '수정', '편집']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1153,3939.0,홈페이제 제작 서비스 혜택을 가득 담아 제작해 드립니다.,나인원랩스,330000.0,5.0,프로그래밍,18,"[""'홈페이지'"", ""'제작'"", ""'서비스'"", ""'혜택'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1158,3945.0,"모든 기종, 에러/버그/사용성 점검해 드립니다.",GreenTester,600000.0,5.0,기타,28,"['기종', '에러', '버그', '사용성', '점검']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1161,3948.0,AWS EKS 설계 구축해 드립니다.,kimdragon50,100000.0,5.0,기타,10,"['AWS', 'EKS', '설계', '구축']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1166,3956.0,팀즈 Teams 구축해 드립니다.,KSEM,50000.0,5.0,기타,80,"['주요 명사: 팀즈', 'Teams']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1170,3960.0,웹페이지 개선 / 버그수정,정의현123,5000.0,5.0,홈페이지,4,"['웹페이지', '버그수정']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1174,3964.0,단순한 웹이 아닌 기능과 효과를 갖춘 웹을 제작해 드립니다.,PREITY,590000.0,5.0,홈페이지,22,"[""'웹'"", ""'기능'"", ""'효과'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1177,3967.0,사이트오류 수정 과 기능 개선 및 페이지 추가 작업을 해 드립니다.,hyunjun87,10000.0,5.0,기타,114,"['사이트오류', '기능 개선', '페이지 추가', '작업']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1180,3971.0,한글 엑셀 워드 PPT 이미지등을 PDF로 변환해 드립니다.,실시간주문처리,5000.0,5.0,데이터,167,"['한글', '엑셀', '워드', 'PPT', '이미지', 'PDF']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1183,3974.0,랜딩페이지 정확한 가격에 정확한 품질 만들어 드립니다.,jeipro,50000.0,5.0,기타,42,"[""'랜딩페이지'"", ""'가격'"", ""'품질'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1185,3976.0,CFD 열유동 해석해 드립니다.,KOCOA,300000.0,5.0,프로그래밍,19,"[""'CFD'"", ""'열유동'"", ""'해석'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1192,3984.0,온라인오픈만 10년 팀장경력자가 All Setting해 드립니다.,디자인담다,550000.0,5.0,기타,88,"['주요 명사: 온라인', '팀장', '경력자', 'Setting']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1201,3993.0,HTML마크업.CSS수정을 도와 드립니다.,징니,5000.0,5.0,홈페이지,49,"[""'HTML마크업'"", ""'CSS수정'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1204,3997.0,"Android, iOS , Web 테스트 도움 드립니다.",오베로,40000.0,5.0,모바일,3,"['Android', 'iOS', 'Web', '테스트']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1210,4003.0,"지도 검색 결과 3,000,000건 제공해 드립니다.",애드웹,110000.0,5.0,기타,207,"[""'지도'"", ""'검색'"", ""'결과'"", ""'건'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1213,4006.0,Excel VBA 작성 및 수정,코드몬스터,50000.0,5.0,기타,55,"[""'Excel'"", ""'VBA'"", ""'작성'"", ""'수정'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1215,4008.0,우커머스 설정 및 결제연동을 해 드립니다.,워드프레서,300000.0,5.0,기타,44,"[""'우커머스'"", ""'설정'"", ""'결제연동'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1223,4016.0,SEO에서 가장 중요한 웹 로딩 속도를 개선해드립니다.,명도소프트웨어,5000.0,5.0,홈페이지,60,"[""'SEO'"", ""'웹 로딩 속도'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1228,4027.0,매력적인 맞춤형 랜딩페이지를 만들어드립니다.,개발자심재철,800000.0,5.0,기타,23,"[""'랜딩페이지'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1230,4029.0,"오라클, 마리아 DB SQL 튜닝 지원해 드립니다.",엑스컨설팅,500000.0,5.0,기타,58,"[""'오라클'"", ""'마리아 DB'"", ""'SQL'"", ""'튜닝'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1255,4063.0,MBTI 제작을 도와 드립니다.,illyweb,600000.0,5.0,프로그래밍,16,"['주요 명사: MBTI', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1257,4065.0,행복한 고양이의 로보트 프로젝트 드립니다.,키토로보틱스,30000.0,5.0,기타,158,"['고양이', '로보트', '프로젝트']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
