,Title,Content
1800,구미시 '희망 2022 나눔 캠페인' 출범…목표액 9억7800만원,"  DGB대구은행 2000만원, 농협 구미시지부·구미시 관내 농·축협에서 성금 1000만원을 냈다. MG새마을금고 구미시협의회는 성금 1000만원, 영남에너지서비스 성금 600만원을 기탁했다. 바른유병원 김정진 원장도 성금 1000만원을 기부했다. 장세용 구미시장은 ""코로나19로 모두 어려운 시간을 보내고 있다....  "
1801,"전남의 FA컵 우승, 새 역사 여럿 쓰였다",  전남은 11일 12시 30분 DGB대구은행파크에서 열린 ‘2021 하나은행 FA컵’ 결승 2차전 K리그1 대구FC와의 원정 경기에서 4-3으로 승리했다. 지난 1차전에서 0-1로 패배했으나 합계 스코어 4-4를 만들었고 원정 다득점 원칙 덕에 정상에 올랐다. 전남 역사상 네 번째 우승이다. 1997년 처음 정상에 올랐던...  
1802,대구참여연대 ˝DGB 김태오 회장 사퇴하고 대대적 혁신 단행해야˝,"  기소된 4명은 DGB대구은행 은행장 겸 금융지주 회장이던 현 김 회장과 당시 DGB대구은행 글로벌본부장, 당시 DGB대구은행 글로벌 사업본부장, 당시 캄보디아 현지 특수은행 부행장 등이다.이들은 캄보디아 특수은행의 상업은행 인가 취득을 위해 캄보디아 금융당국 공무원 등에 대한 로비 자금 350만달러(약...  "
1803,해외 불법 로비 파문… 김태오 DGB금융 회장 리더십 '휘청',  김태오 DGB금융 회장이 캄보디아 현지 법인의 상업은행 인가를 받기 위해 현지 공무원 등에게 건넬 로비자금을 현지 브로커에 전달한 혐의로 대구은행 전·현직 임직원과 함께 재판에 넘겨졌다. /DB금융지주 시사위크=이미정 기자 김태오 DGB금융 회장이 최악의 위기에 내몰리게 됐다. 캄보디아 현지 법인의...  
1804,"경북도, 희망 2022 나눔캠페인 출범","  희망 2022 나눔캠페인 첫 기부행사에는 DGB대구은행, 경북농협 등 지역 기관들이 기부에 동참했고, 개인으로는 이진복 도단장이 기부에 참여해 캠페인 첫 기부자로 등록됐다. 경북사회복지공동모금회는 ‘희망 2022 나눔캠페인’ 기간 언론사 방송모금, 거리홍보캠페인 모금, 금융기관 모금, 학교 모금...  "
1805,전남드래곤즈 2부 최초로 FA컵 우승,  = 11일 대구시 DGB 대구은행파크에서 열린 2021 하나은행 FA컵 결승 2차전 전남드래곤즈와 대구FC의 경기에서 4:3으로 승리한 전남드래곤즈 선수들이 기뻐하고 있다. (KFA 제공) 2021.12.11/뉴스1  
1806,"""대팍 첫 우승컵 들어올릴까""...대구FC, 3년만 FA컵 우승 노린다",  대구FC는 11일 오후 12시 30분 DGB대구은행파크에서 전남 드래곤즈와 2021 하나은행 FA컵 결승 2차전을 치른다. <대구FC 제공>프로축구 대구FC가 '대팍(DGB대구은행파크)'으로 둥지를 옮긴 이후 첫 우승컵에 도전한다.대구는 11일 오후 12시 30분 대팍에서 전남 드래곤즈와 2021 하나은행 FA컵 결승 2차전을 치른다....  
1807,"""희망 안겨주는'사랑의 온도'올려주세요""","  희망 2022 나눔캠페인 첫 기부자로 DGB대구은행, 경북농협 등 지역 기관들이 동참했고, 개인은 이진복 도단장이 등록됐다. 경북사회복지공동모금회는 '희망 2022 나눔캠페인' 기간 언론사 방송모금, 거리홍보캠페인 모금, 금융기관 모금, 학교 모금, ARS모금(060-700-0060) 등 다양한 나눔 참여방법을 마련하고...  "
1808,"검찰, DGB금융 김태오 회장 등 4명 기소...캄보디아 공무원에 41억 뇌물","  김태오 DGB금융지주 회장./연합뉴스 김태오 DGB금융지주 회장 등 DGB대구은행 임원과 간부들이 캄보디아에 상업은행을 설립하는 과정에서 현지 브로커를 통해 관련 공무원들에게 거액의 뇌물을 제공하려 한 혐의로 재판에 넘겨졌다. 대구참여연대는 이와 관련, ""기소 사실이 일부라도 사실이면 김태오 회장은...  "
1809,"[GOAL LIVE] 전경준 감독, ""두 차례 VAR 판독, 지옥 한 번씩 오갔다""","  전남은 11일 오후 12시 30분 DGB대구은행파크에서 열린 대구와의 2021 하나은행 FA컵 결승 2차전 홈경기에서 4-3으로 승리했다. 전남은 박찬용, 고태원, 올렉 그리고 정재희의 골을 앞세워 팽팽한 접전 끝에 승리를 거머쥐었다. 이로써 전남은 1차전 홈에서 0-1로 패배했지만 합계 스코어에서 4-4가 된 가운데 원정...  "
1810,이수그룹 김준성 前부총리 펠로우십 기금 2900만원 출연,"  김 전 부총리는 대구고보(현 경북고)를 거쳐 1942년 서울대 상대를 졸업했으며 해방 직후 대구에서 섬유사업을 하던 중 지방에도 은행이 필요하다고 여겨 1967년 대구지역 상공인들과 국내 최초 지방 은행인 대구은행을 설립하고 초대 행장을 지냈다. 이어 제일은행장, 외환은행장을 거쳐 한국산업은행...  "
1811,지방은행 브랜드평판 1~3위는,"  지방은행 브랜드평판 2021년 12월 빅데이터 분석결과, 1위 대구은행 2위 광주은행 3위 부산은행 순으로 분석됐다.​ 한국기업평판연구소는 대한민국에서 사랑받는 지방은행 브랜드인 대구은행ㆍ부산은행ㆍ광주은행ㆍ경남은행ㆍ전북은행ㆍ제주은행에 대해서 브랜드 평판분석을 했다....  "
1812,"국가고객만족도, 세브란스병원 11년 연속·삼성생명 18년 연속 1위","  이 밖에 KB국민은행과 신한은행, 대구은행이 시중은행과 지방은행에서 각각 1위를 차지했다. 삼성화재와 삼성증권, 삼성카드와 KB국민카드, 롯데백화점, 코스트코홀세일과 롯데마트도 각 부분별 1위에 올랐다. 이밖에 교보문고와 GS칼텍스, 올리브영, GS25, CJ온스타일과 롯데홈쇼핑, CJ온스타일플러스...  "
1813,"하이투자증권, 호실적에도 CEO 교체…배경은?",  다만 DGB금융그룹이 하이투자증권-대구은행 복합점포인 ‘디그니티’(DIGNITY)를 공격적으로 늘리고 있는 만큼 홍 후보자가 이 부분에서 돌파구를 찾을 것으로 예상된다. 복합점포는 말 그대로 다양한 금융 서비스를 한 공간에서 제공하는 형태의 영업점이다. 주요 증권사들은 복합점포를 WM 강화를 위한...  
1814,'윤리경영' 강조한 DGB금융.. 연이은 CEO '사법 리스크'로 빛 바래나?,  대구은행이 지난 2018년 캄보디아 현지 대출전문은행을 인수했는데 해당 은행을 상업은행으로 전환하기 위해 캄보디아 금융당국에 로비 명목으로 350만 달러(약 41억 원)을 현지 브로커에게 전달했고 검찰은 이 과정에서 김태오 당시 은행장 등 대구은행 임원들이 관여한 것으로 본 것이다. 특히 캄보디아...  
1815,"KB-신한, 여성 CEO 임명했지만···은행권 여성 임원 '갈 길 머네'","  박경희 부산은행 상무, 이정원·김양숙 경남은행 상무, 구은미 대구은행 상무 등 네 명 뿐이다. 기업은행은 임찬희·김은희 부행장이 여성 임원이다. 다만 기업은행은 현재 최대 계열사인 IBK캐피탈도 여성인 최현숙 대표가 지휘봉을 잡고 있다. 기업은행은 지주사 체제는 아니지만 8개의 비은행 계열사를...  "
1816,"첫 주담대 플랫폼 개척자, 은행도 빅테크도 아니었다","  담비는 금융당국의 가계부채 총량규제 영향으로 본격적인 서비스를 내년부터 제공할 예정이지만 이미 SC제일은행의 주택담보대출을 상품 라인업으로 확보했고 조만간 BNK부산은행, DGB대구은행 상품도 추가될 예정이다. 서비스 출시를 위한 기반이 다져진 셈이다. 주은영 대표가 모바일 주택담보대출 서비스를...  "
1817,"제일기독종합사회복지관, 겨울철 난방비 후원금 전달식 가져","  이날 전달식에는 배기철 동구청장을 비롯하여 장상수 대구시의회 의장과 김재우 대구시의회 문화복지위원장, 대구사회복지공동모금회(사무처장 김누리), 박덕상 동구사회복지협의회 회장 그리고 바른법무사합동사무소(회장 권영하), 동유회(사무총장 오수근), 대구은행 신천동지점 조은주 지점장 외 30여명의...  "
1818,"반란의 역사를 이룬 전남, 의지와 관록이 가져온 4번째 트로피 [FA컵 결...","  전경준 감독이 이끄는 전남은 11일 DGB대구은행파크에서 열린 ‘2021 하나은행 FA컵’ 결승 2차전에서 이병근 감독의 K리그1(1부) 대구FC를 4-3으로 격파, 14년 만에 통산 4번째 우승 트로피(1997·2006·2007·2021)에 입을 맞췄다. FA컵 파이널에서 상위리그 팀을 꺾고 우승한 최초의 하위리그 팀이 된 전남은 역시...  "
1819,"""주담대 금리도 한번에 비교…집에 관한 모든것 해결하는 플랫폼 꿈꾼다...","  현재 담비는 SC제일은행과 부산은행, 대구은행과 제휴를 완료했다. 다른 시중은행과 지방은행, 보험사와 저축은행 등 업계별 가계대출 규모 상위 금융사들과도 제휴를 추진 중이다. 하지만 가계대출 규제로 신규 대출 문이 급격히 좁아진 탓에 실제 담보대출 비교 서비스는 내년부터 사용할 수 있을 전망이다....  "
1820,"DGB금융그룹, '코로나 극복 희망' 경관조명",  ▲ DGB대구은행 수성동 본점. 사진=DGB금융그룹 DGB금융그룹은 코로나19 장기화로 지친 사람들에게 위기 극복의 희망을 전달하고자 수성동 DGB대구은행 제1본점과 북구 칠성동 제2본점에 경관조명을 오픈했다. 경관조명은 본점 열린광장과 제2본점 광장에서 각각의 콘셉트로 진행되며 매년 다른 메시지를...  
1821,DGB금융지주 김태오회장 내부에서도 퇴진 목소리,  DGB금융지주 김태오 회장에 대해 대구은행 내부에서도 퇴진 목소리가 나왔다. 전국금융산업노동조합 대구은행지부는 7일 캄보디아 공무원들에게 뇌물을 준 혐의로 불구속기소된 김태오 회장 거취에 대한 성명서를 발표했다. 대구은행지부는 성명서에서 김태오 회장은 조직과 직원들을 지키기 위한 최고...  
1822,"임성훈 DGB은행장, MZ세대와 소통 행보 '눈길'","  DGB대구은행 임성훈 은행장이 MZ세대와 함께하는 소통의 장을 진행했다. 사진=DGB대구은행 제공 DGB대구은행 임성훈 은행장은 MZ세대와 함께하는 다양한 소통의 장을 마련하고, 지속적인 기업문화 개선을 위한 노력의 일환으로 '후니가 간다'라는 프로그램을 진행했다고 1일 밝혔다. 활발한 개인 SNS 활동으로...  "
1823,"김태오 DGB금융 회장, 캄보디아 공무원 뇌물 혐의로 기소돼",  김태오 DGB금융지주 회장 (사진=DGB금융지주 제공) 캄보디아에서 상업은행 인가를 얻기 위해 현지 공무원들에게 거액의 뇌물을 제공했다가 적발된 DGB대구은행 임직원들이 재판에 넘겨졌다. 대구지검 반부패수사부(부장검사 김남훈)는 6일 국제상거래에 있어서 외국 공무원에 대한 뇌물방지법 위반 등 혐의로...  
1824,"졌지만 잘싸운 대구FC의 뜨거운 눈물, 홈팬들이 위로했다 [오!쎈 대구]",  그 결과 리모델링을 통해 DGB대구은행파크(이하 대팍)가 2019년 대구FC의 새 보금자리가 됐다. 반응은 폭발적이다. 1만 2419석을 보유한 대팍은 관중석과 그라운드의 거리가 국내경기장 중 가장 가깝다. 선수들이 외치는 소리가 팬들에게 고스란히 전달될 정도다. 팬들이 마치 프리미어리그 경기를 보는 듯한...  
1825,"[GOAL LIVE] 이병근 감독, ""쉼 없이 달려온 1년, 마무리 좋지 못해 아쉽다...","  대구는 11일 오후 12시 30분 DGB대구은행파크에서 열린 전남과의 2021 하나은행 FA컵 결승 2차전 홈경기에서 3-4로 패했다. 이로써 대구는 세징야, 에드가, 츠바사가 실점할 때마다 동점을 만들었지만, 막판 결승골을 헌납하면서 아쉽게 무너졌다. 이로써 대구는 1차전 홈에서 1-0으로 승리했지만 합계 스코어에서 4-4가...  "
1826,"DGB대구은행, 구미 경제인들을 위한 포럼 개최","  구미CEO포럼 개최 DGB대구은행은 25일 구미상공회의소에서 구미지역 경제 활성화와 지역 기업들의 핵심역량 강화를 위해 제32회 구미CEO포럼을 개최했다고 밝혔다. 이날 포럼은 코로나19 방역수칙을 철저히 준수하여 구미상공회의소 회원사 CEO들과 지역 유관기관 단체장 등이 참석했으며, 성균관대 최재붕...  "
1827,"[GOAL LIVE] '결승골 터뜨린 승리 주역' 정재희, ""슈팅 각 없었는데…""","  전남은 11일 오후 12시 30분 DGB대구은행파크에서 열린 대구와의 2021 하나은행 FA컵 결승 2차전 홈경기에서 4-3으로 승리했다. 전남은 박찬용, 고태원, 올렉의 골을 앞세워 팽팽한 접전을 펼쳤다, 그리고 정재희의 극적인 결승골에 힘입어 승리를 거머쥐었다. 이로써 전남은 1차전 홈에서 0-1로 패배했지만 합계...  "
1828,"[단독]DGB금융지주, 캄보디아 로비사건에 ESG등급 강등 위기",  검찰로부터 불구속 기소를 당한 DGB금융지주 김태오 회장(출처=DGB금융지주 홈페이지) 지난 10월 말 한국기업지배구조원(KCGS)이 평가한 2021년도 ESG등급에서 2년 연속 A+등급을 받았던 DGB금융지주가 자회사 DGB대구은행의 캄보디아 법인 설립을 준비 과정에서 현지 공무원에 뇌물 공여를 통한 로비를...  
1829,‘FA컵 준우승’ 이병근 대구 감독 “아름다운 마무리 꿈꿨는데” [현장...,"  대구는 11일 DGB대구은행파크에서 열린 ‘2021 하나은행 FA컵’ 결승 2차전에서 K리그2(2부) 전남 드래곤즈에 3-4로 패하며 다 잡은 우승 트로피를 놓쳤다. 지난달 광양벌에서 열린 원정 1차전을 1-0으로 이겨 유리한 고지를 점했음에도 전반 중반 퇴장이 나오면서 수적인 열세에 몰렸고, 결국 뼈아픈 패배를...  "
1830,‘FA컵 준우승’ 이병근 대구 감독 “아름다운 마무리 꿈꿨는데” [현장...,"  대구는 11일 DGB대구은행파크에서 열린 ‘2021 하나은행 FA컵’ 결승 2차전에서 K리그2(2부) 전남 드래곤즈에 3-4로 패하며 다 잡은 우승 트로피를 놓쳤다. 지난달 광양벌에서 열린 원정 1차전을 1-0으로 이겨 유리한 고지를 점했음에도 전반 중반 퇴장이 나오면서 수적인 열세에 몰렸고, 결국 뼈아픈 패배를...  "
1831,"금감원 ""연말정산 IRP 별도구분, 중도해지 불이익 최소화""","  IRP 계좌는 적립금에 대해 연간 일정률 수수료가 부과되는데, 13개 증권사와 우리·부산·대구 은행은 IRP 온라인계좌 수수료를 면제하고 있다. 수수료는 계좌 유지 전 기간에 걸쳐 발생하기에, 소비자는 이를 유념해야 하며 가입 이후라면 계좌이체를 통해 수수료가 낮은 타회사로 옮길 수 있다. IRP계좌는...  "
1832,경주시 '희망 2022 나눔 캠페인' 시작…온도탑 제막,"  풍산 경주사업장 1900만 원을 비롯해 △영양숯불갈비 1400만 원 △이상복 경주빵 1천만 원 △NH농협은행 경주시지부 500만 원 △DGB대구은행 경주영업부 500만 원 △시민 한은주 씨 500만 원 △경주상공회의소 300만 원 등이다. 주낙영 경주시장은 ""올해도 많은 시민들이 이웃들을 위해 따뜻한 마음을 전해...  "
1833,대구·경북 ‘사랑의 온도탑’ 점등…희망 2022 나눔 캠페인 시작,"  1호 기부로 DGB대구은행, 리만코리아, 삼익THK, 한국부동산원, 이랜드리테일 동아백화점, 서보 등의 기업이 19억5000만원을 기부했다. 캠페인 모금 목표액은 지난해 목표액(84억9000만원)보다 6.6% 증가한 90억5000만원이며 시민들이 나눔온도를 확인할 수 있도록 구 중앙치안센터 앞에 사랑의 온도탑을 세웠다....  "
1834,오전 10시부터 시작된 인파...정오 경기에도 대구는 축구 '열풍' [FA컵],  메이저 대회인 FA컵 결승전에 걸맞게 코로나19 상황에도 불구하고 많은 축구팬들이 DGB대구은행파크를 메웠다. 11일 오후 12시 30분 DGB대구은행파크에서 대구FC와 전남드래곤즈의 하나은행 FA컵 2021 결승 2차전이 열린다. 지난 11월 24일 광양축구전용구장에서 열린 결승 1차전에선 대구 라마스의 결승골로 1...  
1835,"""캄보디아 상업은행 인가 위해 거액 뇌물"" 김태오 DGB 회장 등 기소","  당시 대구은행장을 겸직했던 김태오 회장을 비롯해 당시 대구은행 글로벌본부장(상무), 글로벌사업부장, 현지법인인 DGB 특수은행(SB)의 부행장 등이다. 이들은 대구은행이 지난해 4∼10월 캄보디아 현지법인 특수은행의 상업은행 인가 취득을 위해 캄보디아 금융당국 등에 대한 로비자금 350만달러(41억원...  "
1836,"대구시, '청년·신혼부부 주택 임차보증금 지원 업무협약' 체결","  대구시는 22일 오후 시청별관 대회의실에서 권영진 대구시장, 최준우 한국주택금융공사 사장, 임성훈 대구은행장, 박병희 농협은행 대구영업본부장이 참석한 가운데 '청년·신혼부부 주택 임차보증금 지원 업무협약'을 맺고 있다. 주택가격 상승과 전·월세 대출부담의 급격한 증가로 인해 주거부담을 겪고...  "
1837,"DGB, 'ESG 경영 실천 미래 유망 뉴딜산업 금융지원' 업무협약","  DGB대구은행-신용보증기금, 1천억원 금융지원 업무협약 G.ECONOMY(지이코노미) 홍종락 기자 | DGB대구은행은 2일 본점에서 신용보증기금(이사장 윤대희)과 ESG경영 실천의 위한 미래 유망 뉴딜산업 육성을 위한 ‘미래 유망 뉴딜 산업 금융지원 업무 협약’을 체결했다고 밝혔다. DGB대구은행은 ESG경영 실천을...  "
1838,"대구참여연대, ""DGB 김태오 회장 사퇴해야""","  대구은행 본점 전경 대구참여연대는 대구지검이 캄보디아 공무원들에게 거액의 뇌물을 제공한 혐의로 DGB금융지주 김태오 회장 등을 불구속 기소한 것과 관련해 김 회장의 사퇴를 촉구하고 나섰습니다. 대구참여연대는 오늘(6일) 성명을 내고 ""김태오 회장은 시민사회의 우려에도 불구하고 회장과 행장을...  "
1839,대구 '수성 위버센트럴' 29일 창립총회…2차 조합원 모집,"  대구도시철도 2호선 대구은행역과 3호선 수성시장역 더블 역세권 입지를 갖추며 신천대로, 달구벌대로, 신천동로, 동대구로 등의 도로망도 인접한다. 주변 생활인프라는 대백프라자, 수성세무서, 수성시장, 은행, 우체국, 신천수변공원, 범어공원, 야시골공원 등이 구성한다. 가까운 교육시설로는 동일초...  "
1840,"대구, 역사 쓰기 위한 마지막 여정 오른다… 11일 전남 FA컵 결승 격돌",  대구는 오는 11일 오후 12시 30분 DGB 대구은행파크에서 열리는 2021 하나은행 FA컵 결승 2차전 홈경기에서 전남 드래곤즈를 상대한다. 대구는 지난 11월 24일 결승 1차전 원정 경기에서 전남을 상대로 1-0 승리를 거뒀다. 2차전에서 비기기만 해도 대구는 구단 역사상 두 번째 FA컵 우승의 영광을 안는다....  
1841,"[SR사회] 김태오 DGB금융 회장, 뇌물혐의 기소…""캄보디아 현지브로커 뇌...","  - 대구은행 측 ""결제권한 없어…김 회장, 재판으로 가면 무죄"" 김태오 DGB 금융지주 회장이 캄보디아에서 상업은행 인가를 얻기 위해 현지 브로커에게 거액의 뇌물을 제공했다는 혐의로 기소됐다. 대구지방검찰청 반부패수사부(김남훈 부장검사)는 6일 대구은행장을 겸직했던 김 회장과 전직 대구은행...  "
1842,"""은행 인가 받으려고 브로커에 뇌물""… 김태오 DGB금융 회장 등 기소","  캄보디아 현지 법인의 상업은행 인가를 받기 위해 현지 공무원에게 전달할 로비자금을 현지 브로커에 건넨 혐의로 DGB대구은행 임직원들이 불구속 기소됐다. 대구지검 반부패수사부(부장검사 김남훈)는 6일 지난해 DGB대구은행장을 겸직했던 김태오 DGB금융지주 회장과 당시 대구은행 글로벌본부장, 당시...  "
1843,"우승 보인다! 대구, FA컵 결승 전남전 선발 공개",  대구는 11일 12시 30분 DGB대구은행파크에서 K리그2 전남드래곤즈와 FA컵 결승 2차전을 치른다. 지난 1차전에서 1-0으로 승리한 대구는 무승부만 거둬도 우승할 수 있다. 유리한 고지를 점했지만 이병근 대구 감독은 최정예를 내세웠다. 승리로 정상에 오르겠다는 의지를 엿볼 수 있다. 이 감독은 에이스...  
1844,"낮 12시30분 킥오프되는 FA컵 결승 2차전…대구·전남, 리듬을 깨워라","  K리그1(1부) 대구FC와 K리그2(2부) 전남 드래곤즈가 11일 DGB대구은행파크에서 마지막 승부를 펼친다. 원정 다득점 우선 원칙이 적용되기에 지난달 광양에서 벌어진 결승 1차전에서 1-0으로 승리한 대구가 유리한 형편이나, 최종 결과는 누구도 모른다. 2차전의 최대 변수 중 하나는 킥오프 타임이다. 방송...  "
1845,'누가 우승해도 새역사' 트로피 원하는 대구-전남 팬들의 바람 [FA컵],  11일 오후 12시 30분 DGB대구은행파크에서 대구FC와 전남드래곤즈의 하나은행 FA컵 2021 결승 2차전이 열린다. 지난 11월 24일 광양축구전용구장에서 열린 결승 1차전에선 대구 라마스의 결승골로 1-0으로 승리했다. 대구가 원정에서 득점을 터뜨려 아주 유리한 상황이다. 대구는 원정 다득점 규칙에서 유리한...  
1846,행장님이 운전하고 저녁도 쏜다…임성훈 대구은행장 '이색 소통' 눈길,"  행원급 직원들과 깜짝미팅 ""공감리더십 호평"" 대구銀 유튜브 '후니와 소통한끼' 인기리 방영 신병근 기자 sbg@ajunews.com 임성훈(왼쪽 두 번째) 대구은행장이 직원들과 소통한 모습을 담은 유튜브 영상 '후니와 소통한끼' 캡처. [사진=대구은행 제공] [데일리동방] 임성훈 DGB대구은행장이 코로나19 사태 장기화로...  "
1847,"뇌물수수 혐의 수사 공무원 직위해제 처분 ""적법""",  대구시 건설본부에서 관급공사 관리업무 팀장으로 근무하던 A씨는 지난 2017년 4월 22일부터 이듬해 2월 29일까지 방수공사업자로부터 DGB 대구은행파크로 리모델랑사업의 하도급계약 등의 청탁과 함께 6차례에 걸쳐 360만원 상당의 식사·골프 접대 등의 물품을 수수한 혐의로 경찰의 수사를 받았다. 경찰은...  
1848,"DGB금융, '코로나 극복 희망 메시지' 경관조명 설치",  대구은행 본점·2본점 경관조명 점등식 [시장경제=양일국 기자] 사진=DGB금융 제공 DGB금융그룹은 코로나 장기화로 지친 그룹 임직원과 지역민들에게 희망의 메시지를 전하기 위해 수성동 DGB대구은행 제1본점과 북구 칠성동 제2본점에 경관조명을 오픈했다고 6일 밝혔다. DGB대구은행은 매년 한 해를...  
1849,"DGB금융, 대구·경북 ‘소셜벤처투자대회’ 공식 후원",  이들 4개 팀은 지난 15일 대구은행 제2본점 대강당에서 열린 최종투자대회에 참석했으며 심사를 거쳐 상금을 거머쥐었다. DGB금융은 사회적기업 ‘꿈나무교육사업단’을 설립해 지역 청소년과 금융소외계층을 위한 다양한 금융경제교육을 진행하고 있다. 김태오 DGB금융 회장은 “지역사회의 풀뿌리...  
1850,"檢, DGB금융 김태오 회장 등 4명 기소...대구 참여연대 ""즉각 사퇴하라""","  김태오 DGB금융지주 회장./연합뉴스 김태오 DGB금융지주 회장 등 DGB대구은행 임원과 간부들이 캄보디아에 상업은행을 설립하는 과정에서 현지 브로커를 통해 관련 공무원들에게 거액의 뇌물을 제공하려 한 혐의로 재판에 넘겨졌다. 이에 대구참여연대는 ""기소 사실이 일부라도 사실이면 김태오 회장은...  "
1851,‘반란의 FA컵 정상’ 전경준 전남 감독 “ACL 도전이 기대된다” [현장...,  전남은 11일 DGB대구은행파크에서 열린 ‘2021 하나은행 FA컵’ 결승 2차전에서 K리그1(1부) 대구FC를 4-3으로 격파하며 드라마틱한 우승에 성공했다. 지난달 홈 1차전에서 0-1로 패해 위기에 몰린 전남은 1·2차전 합계 4-4 동률을 이뤘으나 원정 골 우선원칙에 따라 새 역사를 썼다. 하위리그 팀이 상위리그...  
1852,대구 FA컵 우승·제주 ACL 무산…홍정운 퇴장이 불러온 '나비효과',"  대구는 11일 대구 DGB대구은행파크에서 열린 2021 하나은행 FA컵 결승 2차전에서 난타전 끝에 전남 드래곤즈에 3-4로 패했다. 지난 1차전에서 1-0으로 이겼던 대구는 안방에서 무승부만 거둬도 우승컵을 차지할 수 있었다. 하지만 안방에서 대량 실점하며 1, 2차전 합계 4-4로 동률을 이뤘다. 그리고 원정 다득점...  "
1853,"경북 구미시, 사랑의 온도탑 불 밝힌다","  이날 LG디스플레이 3천만원, 효성티앤씨(주)·효성화학(주) 1천만원과 김장김치 2천만원상당, DGB대구은행 2천만원, 농협구미시지부 및 구미지역 농·축협 1천만원, MG새마을금고 구미시협의회 1천만원, 영남에너지서비스(주) 600만원을 기탁했다. 또 김정진 바른유병원장은 고액기부자 모임인...  "
1854,"은행권, `IRP 수수료 면제` 잇달아 도입…고객 유치전 `앗, 뜨거`",  이후 DGB대구은행 역시 이후 수수료 면제를 실시했다. 시중은행 중에는 우리은행이 처음으로 지난 9월말 IRP 가입 고객의 운용·자산관리 수수료를 실시했다. 우리은행의 적립금은 3조9000억원대로 은행권 중 네번째로 많다. 개인형IRP는 노후준비뿐 아니라 세액공제 혜택까지 받을 수 있는 대표적인...  
1855,지방은행도 예적금 금리 인상 합세,  DGB대구은행도 같은 날부터 ‘IM스마트예금’의 1년~3년제 기준 연 이율을 일괄적으로 0.40%포인트 인상했다. 또 ‘직장인우대예금’의 금리도 0.40%포인트 올렸다. 앞서 KB국민·신한·하나·우리은행 등 주요 시중은행들은 지난 25일 한은 금융통화위원회의 기준금리 인상 후 일제히 최대 0.4%포인트...  
1856,"경북도, 사랑의 온도탑 제막…희망 2022 나눔캠페인 전개","  첫 기부행사에는 DGB대구은행, 경북농협 등 지역 기관들이 기부에 동참했고, 개인으로는 이진복 도단장이 기부에 참여해 캠페인 첫 기부자로 등록됐다. 경북사회복지공동모금회는 희망 2022 나눔캠페인 기간 동안 언론사 모금, 거리홍보캠페인 모금, 금융기관 모금, 학교 모금, ARS모금 등 다양한 나눔...  "
1857,"한국프로축구연맹, '노마스크 거리 활보' 대구FC 선수 3명에 경고 처분","  특히 해당일은 대구가 홈구장 DGB대구은행파크에서 열린 제주 유나이티드와의 맞대결에서 0-5로 대패한 직후인 데다, 정승원과 황순민은 부상을 이유로 경기에 나서지 않은 터라 논란이 더욱 컸다.이에 대구 구단 측은 곧바로 내부 징계위원회를 소집했고, 구단 명예를 실추한 세 선수에 대한 벌금 부과와...  "
1858,대구 수돗물 새 이름 ‘청라수’로고 확정 외 [대구소식],"  대구시, 청년·신혼부부 주택 임차보증금 지원 민관합동 업무협약 체결 대구시와 한국주택금융공사, 대구은행, 농협은행은 최근 전국적인 주택가격 상승과 전·월세 대출부담의 급격한 증가로 인해 주거부담을 겪고 있는 청년·신혼부부(이하 '청년층')들을 지원하기 위해 민간 합동 지원 체계를 구축하고 서로...  "
1859,"김태오 DGB금융그룹 회장, '불법 비자금 조성 혐의' 재판行… 노조·시민...",  김태오 DGB금융그룹 회장을 비롯해 대구은행 전·현직 임원 등 총 4명이 불법 로비자금 조성 혐의로 재판에 넘겨졌다. 8일 법조계에 따르면 대구지방검찰청 반부패수사부는 지난 6일 대구은행이 자회사인 DGB스페셜라이즈드뱅크의 상업은행 인가를 받기 위해 캄보디아 공무원들에게 전달할 로비자금 350만달러를...  
1860,[오늘의 경기]축구 外,  ▽축구 하나은행 FA컵 결승 2차전 △대구-전남(12시 30분·DGB대구은행파크) ▽프로농구 △현대모비스-인삼공사(울산동천체육관) △KCC-삼성(전주체육관·이상 15시) △LG-한국가스공사(창원체육관) △DB-KT(원주종합체육관·이상 17시) ▽여자 프로농구 △신한은행-BNK(18시·인천도원체육관) ▽프로배구...  
1861,"DGB금융그룹, 2022 경관조명 '코로나 극복 함께' 희망 메시지",  DGB금융그룹(회장 김태오)은 코로나19 장기화로 지친 그룹 임직원과 지역민들에게 따뜻한 마음을 전하고 다가오는 새해를 맞아 위기 극복의 희망을 전달하고자 수성동 DGB대구은행 제1본점과 북구 칠성동 제2본점에 경관조명을 오픈했다. DGB대구은행(은행장 임성훈)은 매년 한 해를 마무리하고 새해를...  
1862,"[공식발표] 하위리그 최초 FA컵 우승!...전남 전경준, 감독상 수상","  전남 드래곤즈는 11일 오후 12시 30분 DGB대구은행파크에서 '2021 하나은행 FA컵' 결승 2차전에서 대구FC에 4-3으로 승리했다. 합계 4-4로 원정 다득점 원칙에 따라 전남이 우승을 차지했다. 전남은 3-4-3 포메이션을 가동했다. 박희성, 이종호, 김현욱, 올렉, 황기욱, 장성재, 정재희, 장순혁, 박찬용, 고태원...  "
